task,frame,arm,call_index,request_id,outer_request_id,request_stage,first_visible_plan_stage,tool,mode,provider,provider_rank,track_handle,ranking_score,proxy_status,response_record_refs,response_reference_refs,response_record_kinds,response_reference_kinds
g5526_one_shot,5526,one_shot,1,q0,bundle0,0,1,P,current,no_fusion_cav1,3,4,0.925371506658,causal_tracking_state_motion_proxy,"[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":4},{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":4}]",[],"[""anchor"",""history""]",[]
g5526_one_shot,5526,one_shot,1,q0,bundle0,0,1,P,current,no_fusion_cav1,4,6,0.639604106236,causal_tracking_state_motion_proxy,"[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":6},{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":6}]",[],"[""anchor"",""history""]",[]
g5526_one_shot,5526,one_shot,2,bundle0:second,bundle0,0,1,F,current,no_fusion_cav1,1,3,1.0,mtr,"[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":3},{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":3}]",[],"[""anchor"",""forecast""]",[]
g5526_one_shot,5526,one_shot,2,bundle0:second,bundle0,0,1,F,current,no_fusion_cav1,2,6,1.0,mtr,"[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":6}]","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":6}]","[""forecast""]","[""anchor""]"
g5526_one_shot,5526,one_shot,2,bundle0:second,bundle0,0,1,F,current,no_fusion_cav1,3,20,1.0,mtr,"[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":20}]","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":20}]","[""forecast""]","[""anchor""]"
g5526_one_shot,5526,one_shot,2,bundle0:second,bundle0,0,1,F,current,no_fusion_cav1,4,4,0.972211634444,mtr,"[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":4}]","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":4}]","[""forecast""]","[""anchor""]"
g7007_alternating,7007,alternating,1,q0,q0,0,1,P,current,no_fusion_cav1,1,0,1.0,causal_tracking_state_motion_proxy,"[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":0},{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":0}]",[],"[""anchor"",""history""]",[]
g7007_alternating,7007,alternating,1,q0,q0,0,1,P,current,no_fusion_cav1,2,5,0.349544821515,causal_tracking_state_motion_proxy,"[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":5},{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":5}]",[],"[""anchor"",""history""]",[]
g7007_alternating,7007,alternating,1,q0,q0,0,1,P,current,no_fusion_cav1,3,11,0.248936034547,causal_tracking_state_motion_proxy,"[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":11},{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":11}]",[],"[""anchor"",""history""]",[]
g7007_alternating,7007,alternating,1,q0,q0,0,1,P,current,no_fusion_cav1,4,21,0.184397040314,causal_tracking_state_motion_proxy,"[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":21},{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":21}]",[],"[""anchor"",""history""]",[]
g7007_alternating,7007,alternating,2,q1,q1,1,2,F,change,no_fusion_cav1,1,0,0.355930015501,mtr,"[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":0}]","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":0}]","[""forecast""]","[""anchor""]"
g7007_alternating,7007,alternating,2,q1,q1,1,2,F,change,no_fusion_cav1,2,21,0.345502032912,mtr,"[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":21}]","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":21}]","[""forecast""]","[""anchor""]"
g7007_alternating,7007,alternating,2,q1,q1,1,2,F,change,no_fusion_cav1,3,5,0.343725405083,mtr,"[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":5}]","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":5}]","[""forecast""]","[""anchor""]"
g7007_alternating,7007,alternating,2,q1,q1,1,2,F,change,no_fusion_cav1,4,11,0.286053236986,mtr,"[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":11}]","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":11}]","[""forecast""]","[""anchor""]"
g7007_one_shot,7007,one_shot,1,q0,bundle0,0,1,P,current,no_fusion_cav1,1,0,1.0,causal_tracking_state_motion_proxy,"[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":0},{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":0}]",[],"[""anchor"",""history""]",[]
g7007_one_shot,7007,one_shot,1,q0,bundle0,0,1,P,current,no_fusion_cav1,2,5,0.349544821515,causal_tracking_state_motion_proxy,"[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":5},{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":5}]",[],"[""anchor"",""history""]",[]
g7007_one_shot,7007,one_shot,1,q0,bundle0,0,1,P,current,no_fusion_cav1,3,11,0.248936034547,causal_tracking_state_motion_proxy,"[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":11},{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":11}]",[],"[""anchor"",""history""]",[]
g7007_one_shot,7007,one_shot,1,q0,bundle0,0,1,P,current,no_fusion_cav1,4,21,0.184397040314,causal_tracking_state_motion_proxy,"[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":21},{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":21}]",[],"[""anchor"",""history""]",[]
g7007_one_shot,7007,one_shot,2,bundle0:second,bundle0,0,1,F,current,no_fusion_cav1,1,0,1.0,mtr,"[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":0}]","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":0}]","[""forecast""]","[""anchor""]"
g7007_one_shot,7007,one_shot,2,bundle0:second,bundle0,0,1,F,current,no_fusion_cav1,2,5,1.0,mtr,"[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":5}]","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":5}]","[""forecast""]","[""anchor""]"
g7007_one_shot,7007,one_shot,2,bundle0:second,bundle0,0,1,F,current,no_fusion_cav1,3,2,0.96111828299,mtr,"[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":2},{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":2}]",[],"[""anchor"",""forecast""]",[]
g7007_one_shot,7007,one_shot,2,bundle0:second,bundle0,0,1,F,current,no_fusion_cav1,4,21,0.952264030109,mtr,"[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":21}]","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":21}]","[""forecast""]","[""anchor""]"
